id,label
monkeyc1g1s1,6
monkeyc1g1s2,5
monkeyc1g1s3,5
monkeyc1g1s4,1
monkeyc1g1s5,1
monkeyc1g1s6,1
monkeyc1g1s7,1
monkeyc1g1s8,1
monkeyc1g1s9,6
monkeyc1g1s10,6
monkeyc1g1s11,5
monkeyc1g1s12,5
monkeyc1g1s13,6
monkeyc1g1s14,6
monkeyc1g1s15,6
monkeyc1g1s16,6
monkeyc1g1s17,1
monkeyc1g1s18,1
monkeyc1g1s19,1
monkeyc1g1s20,5
monkeyc1g1s21,6
monkeyc1g1s22,1
monkeyc1g1s23,6
monkeyc1g1s24,1
monkeyc1g1s25,1
monkeyc1g1s26,1
monkeyc1g1s27,6
monkeyc1g1s28,6
monkeyc1g1s29,6
monkeyc1g1s30,5
monkeyc1g1s31,6
monkeyc1g1s32,1
monkeyc1g1s33,6
monkeyc1g1s34,1
monkeyc1g1s35,1
monkeyc1g1s36,1
monkeyc1g1s37,1
monkeyc1g1s38,6
monkeyc1g1s39,1
monkeyc1g1s40,6
monkeyc1g1s41,1
monkeyc1g1s42,6
monkeyc1g1s43,1
monkeyc1g1s44,6
monkeyc1g1s45,1
monkeyc1g1s46,1
monkeyc1g1s47,6
monkeyc1g1s48,5
monkeyc1g1s49,1
monkeyc1g1s50,1
monkeyc1g1s51,5
monkeyc1g1s52,5
monkeyc1g1s53,1
monkeyc1g1s54,1
monkeyc1g1s55,1
monkeyc1g1s56,1
monkeyc1g1s57,6
monkeyc1g1s58,6
monkeyc1g1s59,1
monkeyc1g1s60,5
monkeyc1g1s61,5
monkeyc1g1s62,1
monkeyc1g1s63,6
monkeyc1g1s64,5
monkeyc1g1s65,6
monkeyc1g1s66,3
monkeyc1g1s67,6
monkeyc1g1s68,1
monkeyc1g1s69,1
monkeyc1g1s70,6
monkeyc1g1s71,6
monkeyc1g1s72,6
monkeyc1g1s73,6
monkeyc1g1s74,6
monkeyc1g1s75,5
monkeyc1g1s76,6
monkeyc1g1s77,6
monkeyc1g1s78,6
monkeyc1g1s79,1
monkeyc1g1s80,1
monkeyc1g1s81,6
monkeyc1g1s82,6
monkeyc1g1s83,1
monkeyc1g1s84,5
monkeyc1g1s85,1
monkeyc1g1s86,1
monkeyc1g1s87,6
monkeyc1g1s88,6
monkeyc1g1s89,1
monkeyc1g1s90,6
monkeyc1g1s91,6
monkeyc1g1s92,1
monkeyc1g1s93,1
monkeyc1g1s94,5
monkeyc1g1s95,6
monkeyc1g1s96,6
monkeyc1g1s97,6
monkeyc1g1s98,1
monkeyc1g1s99,1
monkeyc1g1s100,6
monkeyc1g1s101,5
monkeyc1g1s102,1
monkeyc1g1s103,1
monkeyc1g1s104,1
monkeyc1g1s105,6
monkeyc1g1s106,5
monkeyc1g1s107,6
monkeyc1g1s108,6
monkeyc1g1s109,1
monkeyc1g1s110,6
monkeyc1g1s111,5
monkeyc1g1s112,6
monkeyc1g1s113,6
monkeyc1g1s114,6
monkeyc1g1s115,6
monkeyc1g1s116,6
monkeyc1g1s117,1
monkeyc1g1s118,1
monkeyc1g1s119,6
monkeyc1g1s120,1
monkeyc1g1s121,6
monkeyc1g1s122,1
monkeyc1g1s123,6
monkeyc1g1s124,6
monkeyc1g1s125,1
monkeyc1g1s126,1
monkeyc1g1s127,1
monkeyc1g1s128,6
monkeyc1g1s129,6
monkeyc1g1s130,6
monkeyc1g1s131,6
monkeyc1g1s132,6
monkeyc1g1s133,6
monkeyc1g1s134,6
monkeyc1g1s135,1
monkeyc1g1s136,1
monkeyc1g1s137,1
monkeyc1g1s138,6
monkeyc1g1s139,6
monkeyc1g1s140,6
monkeyc1g1s141,6
monkeyc1g1s142,5
monkeyc1g1s143,1
monkeyc1g1s144,6
monkeyc1g1s145,6
monkeyc1g1s146,1
monkeyc1g1s147,5
monkeyc1g1s148,6
monkeyc1g1s149,1
monkeyc1g1s150,1
monkeyc1g1s151,6
monkeyc1g1s152,6
