id,label
monkeyc1g1s1,2
monkeyc1g1s2,2
monkeyc1g1s3,2
monkeyc1g1s4,2
monkeyc1g1s5,2
monkeyc1g1s6,2
monkeyc1g1s7,2
monkeyc1g1s8,2
monkeyc1g1s9,2
monkeyc1g1s10,2
monkeyc1g1s11,2
monkeyc1g1s12,2
monkeyc1g1s13,2
monkeyc1g1s14,2
monkeyc1g1s15,2
monkeyc1g1s16,2
monkeyc1g1s17,2
monkeyc1g1s18,2
monkeyc1g1s19,2
monkeyc1g1s20,2
monkeyc1g1s21,2
monkeyc1g1s22,2
monkeyc1g1s23,2
monkeyc1g1s24,2
monkeyc1g1s25,2
monkeyc1g1s26,2
monkeyc1g1s27,2
monkeyc1g1s28,2
monkeyc1g1s29,2
monkeyc1g1s30,2
monkeyc1g1s31,2
monkeyc1g1s32,2
monkeyc1g1s33,2
monkeyc1g1s34,2
monkeyc1g1s35,2
monkeyc1g1s36,2
monkeyc1g1s37,2
monkeyc1g1s38,2
monkeyc1g1s39,2
monkeyc1g1s40,2
monkeyc1g1s41,2
monkeyc1g1s42,2
monkeyc1g1s43,2
monkeyc1g1s44,2
monkeyc1g1s45,2
monkeyc1g1s46,2
monkeyc1g1s47,2
monkeyc1g1s48,2
monkeyc1g1s49,2
monkeyc1g1s50,2
monkeyc1g1s51,2
monkeyc1g1s52,2
monkeyc1g1s53,2
monkeyc1g1s54,2
monkeyc1g1s55,2
monkeyc1g1s56,2
monkeyc1g1s57,2
monkeyc1g1s58,2
monkeyc1g1s59,2
monkeyc1g1s60,2
monkeyc1g1s61,2
monkeyc1g1s62,2
monkeyc1g1s63,2
monkeyc1g1s64,2
monkeyc1g1s65,2
monkeyc1g1s66,2
monkeyc1g1s67,2
monkeyc1g1s68,2
monkeyc1g1s69,2
monkeyc1g1s70,2
monkeyc1g1s71,2
monkeyc1g1s72,2
monkeyc1g1s73,2
monkeyc1g1s74,2
monkeyc1g1s75,2
monkeyc1g1s76,2
monkeyc1g1s77,2
monkeyc1g1s78,2
monkeyc1g1s79,2
monkeyc1g1s80,2
monkeyc1g1s81,2
monkeyc1g1s82,2
monkeyc1g1s83,2
monkeyc1g1s84,2
monkeyc1g1s85,2
monkeyc1g1s86,2
monkeyc1g1s87,2
monkeyc1g1s88,2
monkeyc1g1s89,2
monkeyc1g1s90,2
monkeyc1g1s91,2
monkeyc1g1s92,2
monkeyc1g1s93,2
