id,label
monkeyc1g1s1,5
monkeyc1g1s2,0
monkeyc1g1s3,0
monkeyc1g1s4,10
monkeyc1g1s5,5
monkeyc1g1s6,5
monkeyc1g1s7,5
monkeyc1g1s8,5
monkeyc1g1s9,5
monkeyc1g1s10,5
monkeyc1g1s11,10
monkeyc1g1s12,5
monkeyc1g1s13,5
monkeyc1g1s14,5
monkeyc1g1s15,5
monkeyc1g1s16,5
monkeyc1g1s17,10
monkeyc1g1s18,10
monkeyc1g1s19,10
monkeyc1g1s20,5
monkeyc1g1s21,5
monkeyc1g1s22,5
monkeyc1g1s23,5
monkeyc1g1s24,10
monkeyc1g1s25,10
monkeyc1g1s26,10
monkeyc1g1s27,5
monkeyc1g1s28,5
monkeyc1g1s29,5
monkeyc1g1s30,0
monkeyc1g1s31,5
monkeyc1g1s32,10
monkeyc1g1s33,5
monkeyc1g1s34,5
monkeyc1g1s35,10
monkeyc1g1s36,10
monkeyc1g1s37,10
monkeyc1g1s38,5
monkeyc1g1s39,10
monkeyc1g1s40,5
monkeyc1g1s41,10
monkeyc1g1s42,5
monkeyc1g1s43,10
monkeyc1g1s44,5
monkeyc1g1s45,10
monkeyc1g1s46,10
monkeyc1g1s47,5
monkeyc1g1s48,5
monkeyc1g1s49,5
monkeyc1g1s50,10
monkeyc1g1s51,10
monkeyc1g1s52,0
monkeyc1g1s53,10
monkeyc1g1s54,10
monkeyc1g1s55,10
monkeyc1g1s56,10
monkeyc1g1s57,5
monkeyc1g1s58,5
monkeyc1g1s59,10
monkeyc1g1s60,5
monkeyc1g1s61,5
monkeyc1g1s62,5
monkeyc1g1s63,5
monkeyc1g1s64,5
monkeyc1g1s65,5
monkeyc1g1s66,5
monkeyc1g1s67,5
monkeyc1g1s68,5
monkeyc1g1s69,10
monkeyc1g1s70,5
monkeyc1g1s71,5
monkeyc1g1s72,5
monkeyc1g1s73,5
monkeyc1g1s74,5
monkeyc1g1s75,0
monkeyc1g1s76,5
monkeyc1g1s77,5
monkeyc1g1s78,5
monkeyc1g1s79,5
monkeyc1g1s80,10
monkeyc1g1s81,5
monkeyc1g1s82,5
monkeyc1g1s83,10
monkeyc1g1s84,5
monkeyc1g1s85,10
monkeyc1g1s86,10
monkeyc1g1s87,5
monkeyc1g1s88,5
monkeyc1g1s89,5
monkeyc1g1s90,5
monkeyc1g1s91,5
monkeyc1g1s92,10
monkeyc1g1s93,10
monkeyc1g1s94,0
monkeyc1g1s95,5
monkeyc1g1s96,5
monkeyc1g1s97,5
monkeyc1g1s98,10
monkeyc1g1s99,10
monkeyc1g1s100,5
monkeyc1g1s101,0
monkeyc1g1s102,5
monkeyc1g1s103,10
monkeyc1g1s104,10
monkeyc1g1s105,5
monkeyc1g1s106,10
monkeyc1g1s107,5
monkeyc1g1s108,5
monkeyc1g1s109,5
monkeyc1g1s110,5
monkeyc1g1s111,10
monkeyc1g1s112,5
monkeyc1g1s113,5
monkeyc1g1s114,5
monkeyc1g1s115,5
monkeyc1g1s116,5
monkeyc1g1s117,10
monkeyc1g1s118,10
monkeyc1g1s119,5
monkeyc1g1s120,10
monkeyc1g1s121,5
monkeyc1g1s122,10
monkeyc1g1s123,5
monkeyc1g1s124,5
monkeyc1g1s125,10
monkeyc1g1s126,10
monkeyc1g1s127,5
monkeyc1g1s128,5
monkeyc1g1s129,5
monkeyc1g1s130,5
monkeyc1g1s131,5
monkeyc1g1s132,5
monkeyc1g1s133,5
monkeyc1g1s134,5
monkeyc1g1s135,10
monkeyc1g1s136,10
monkeyc1g1s137,10
monkeyc1g1s138,5
monkeyc1g1s139,5
monkeyc1g1s140,5
