id,label
c2sp1s1,2
c2sp1s2,2
c2sp1s3,2
c2sp1s4,2
c2sp1s5,2
c2sp1s6,2
c2sp1s7,2
c2sp1s8,2
c2sp1s9,2
c2sp1s10,2
c2sp1s11,2
c2sp1s12,2
c2sp1s13,2
c2sp1s14,2
c2sp1s15,2
c2sp1s16,2
c2sp1s17,2
c2sp1s18,2
c2sp1s19,2
c2sp1s20,2
c2sp1s21,2
c2sp1s22,2
c2sp1s23,2
c2sp1s24,2
c2sp1s25,2
c2sp1s26,2
c2sp1s27,2
c2sp1s28,2
c2sp1s29,2
c2sp1s30,2
c2sp1s31,2
c2sp1s32,2
c2sp1s33,2
c2sp1s34,2
c2sp1s35,2
c2sp1s36,2
c2sp1s37,2
c2sp1s38,2
c2sp1s39,2
c2sp1s40,2
c2sp1s41,2
c2sp1s42,2
c2sp1s43,2
c2sp1s44,2
c2sp1s45,2
c2sp1s46,2
c2sp1s47,2
c2sp1s48,2
c2sp1s49,2
c2sp1s50,2
c2sp1s51,2
c2sp1s52,2
c2sp1s53,2
c2sp1s54,2
c2sp1s55,2
c2sp1s56,2
c2sp1s57,2
c2sp1s58,2
c2sp1s59,2
c2sp1s60,2
c2sp1s61,2
c2sp1s62,2
c2sp1s63,2
c2sp1s64,2
c2sp1s65,2
c2sp1s66,2
c2sp1s67,2
c2sp1s68,2
c2sp1s69,2
c2sp1s70,2
c2sp1s71,2
c2sp1s72,2
c2sp1s73,2
c2sp1s74,2
c2sp1s75,2
c2sp1s76,2
c2sp1s77,2
c2sp1s78,2
c2sp1s79,2
c2sp1s80,2
c2sp1s81,2
c2sp1s82,2
c2sp1s83,2
c2sp1s84,2
c2sp1s85,2
c2sp1s86,2
c2sp1s87,2
c2sp1s88,2
c2sp1s89,2
c2sp1s90,2
c2sp1s91,2
c2sp1s92,2
c2sp1s93,2
c2sp1s94,2
c2sp1s95,2
c2sp1s96,2
c2sp1s97,2
c2sp1s98,2
c2sp1s99,2
c2sp1s100,2
c2sp1s101,2
c2sp1s102,2
c2sp1s103,2
c2sp1s104,2
c2sp1s105,2
c2sp1s106,2
c2sp1s107,2
c2sp1s108,2
c2sp1s109,2
c2sp1s110,2
c2sp1s111,2
c2sp1s112,2
c2sp1s113,2
c2sp1s114,2
c2sp1s115,2
c2sp1s116,2
c2sp1s117,2
c2sp1s118,2
c2sp1s119,2
c2sp1s120,2
c2sp1s121,2
c2sp1s122,2
c2sp1s123,2
c2sp1s124,2
c2sp1s125,2
c2sp1s126,2
c2sp1s127,2
c2sp1s128,2
c2sp1s129,2
c2sp1s130,2
c2sp1s131,2
c2sp1s132,2
c2sp1s133,2
c2sp1s134,2
c2sp1s135,2
c2sp1s136,2
c2sp1s137,2
c2sp1s138,2
c2sp1s139,2
c2sp1s140,2
c2sp1s141,2
c2sp1s142,2
c2sp1s143,2
c2sp1s144,2
c2sp1s145,2
c2sp1s146,2
c2sp1s147,2
c2sp1s148,2
c2sp1s149,2
c2sp1s150,2
c2sp1s151,2
c2sp1s152,2
c2sp1s153,2
c2sp1s154,2
c2sp1s155,2
c2sp1s156,2
c2sp1s157,2
c2sp1s158,2
c2sp1s159,2
c2sp1s160,2
c2sp1s161,2
c2sp1s162,2
c2sp1s163,2
c2sp1s164,2
c2sp1s165,2
c2sp1s166,2
c2sp1s167,2
c2sp1s168,2
c2sp1s169,2
c2sp1s170,2
c2sp1s171,2
c2sp1s172,2
c2sp1s173,2
