id,label
monkeyc1g1s1,0
monkeyc1g1s2,5
monkeyc1g1s3,5
monkeyc1g1s4,0
monkeyc1g1s5,0
monkeyc1g1s6,0
monkeyc1g1s7,0
monkeyc1g1s8,0
monkeyc1g1s9,5
monkeyc1g1s10,5
monkeyc1g1s11,5
monkeyc1g1s12,5
monkeyc1g1s13,5
monkeyc1g1s14,5
monkeyc1g1s15,5
monkeyc1g1s16,0
monkeyc1g1s17,0
monkeyc1g1s18,0
monkeyc1g1s19,0
monkeyc1g1s20,5
monkeyc1g1s21,5
monkeyc1g1s22,5
monkeyc1g1s23,0
monkeyc1g1s24,0
monkeyc1g1s25,0
monkeyc1g1s26,0
monkeyc1g1s27,0
monkeyc1g1s28,0
monkeyc1g1s29,0
monkeyc1g1s30,5
monkeyc1g1s31,5
monkeyc1g1s32,0
monkeyc1g1s33,0
monkeyc1g1s34,0
monkeyc1g1s35,0
monkeyc1g1s36,0
monkeyc1g1s37,0
monkeyc1g1s38,5
monkeyc1g1s39,5
monkeyc1g1s40,0
monkeyc1g1s41,5
monkeyc1g1s42,0
monkeyc1g1s43,0
monkeyc1g1s44,0
monkeyc1g1s45,0
monkeyc1g1s46,0
monkeyc1g1s47,0
monkeyc1g1s48,5
monkeyc1g1s49,0
monkeyc1g1s50,0
monkeyc1g1s51,5
monkeyc1g1s52,5
monkeyc1g1s53,0
monkeyc1g1s54,0
monkeyc1g1s55,5
monkeyc1g1s56,0
monkeyc1g1s57,5
monkeyc1g1s58,0
monkeyc1g1s59,5
monkeyc1g1s60,5
monkeyc1g1s61,5
monkeyc1g1s62,0
monkeyc1g1s63,5
monkeyc1g1s64,5
monkeyc1g1s65,5
monkeyc1g1s66,5
monkeyc1g1s67,0
monkeyc1g1s68,5
monkeyc1g1s69,0
monkeyc1g1s70,5
monkeyc1g1s71,0
monkeyc1g1s72,0
monkeyc1g1s73,0
monkeyc1g1s74,0
monkeyc1g1s75,5
monkeyc1g1s76,0
monkeyc1g1s77,0
monkeyc1g1s78,0
monkeyc1g1s79,5
monkeyc1g1s80,0
monkeyc1g1s81,5
monkeyc1g1s82,5
monkeyc1g1s83,0
monkeyc1g1s84,5
monkeyc1g1s85,0
monkeyc1g1s86,0
monkeyc1g1s87,0
monkeyc1g1s88,0
monkeyc1g1s89,0
monkeyc1g1s90,5
monkeyc1g1s91,0
monkeyc1g1s92,0
monkeyc1g1s93,5
monkeyc1g1s94,5
monkeyc1g1s95,0
monkeyc1g1s96,0
monkeyc1g1s97,5
monkeyc1g1s98,0
monkeyc1g1s99,5
monkeyc1g1s100,0
monkeyc1g1s101,5
monkeyc1g1s102,0
monkeyc1g1s103,0
monkeyc1g1s104,0
monkeyc1g1s105,0
monkeyc1g1s106,5
monkeyc1g1s107,6
monkeyc1g1s108,0
monkeyc1g1s109,0
monkeyc1g1s110,0
monkeyc1g1s111,5
monkeyc1g1s112,5
monkeyc1g1s113,0
monkeyc1g1s114,0
monkeyc1g1s115,0
monkeyc1g1s116,5
monkeyc1g1s117,5
monkeyc1g1s118,0
monkeyc1g1s119,5
monkeyc1g1s120,0
monkeyc1g1s121,0
monkeyc1g1s122,5
monkeyc1g1s123,5
monkeyc1g1s124,0
monkeyc1g1s125,0
monkeyc1g1s126,0
monkeyc1g1s127,0
monkeyc1g1s128,0
monkeyc1g1s129,0
monkeyc1g1s130,0
monkeyc1g1s131,5
monkeyc1g1s132,5
monkeyc1g1s133,0
monkeyc1g1s134,0
monkeyc1g1s135,0
monkeyc1g1s136,0
monkeyc1g1s137,0
monkeyc1g1s138,5
monkeyc1g1s139,0
monkeyc1g1s140,0
monkeyc1g1s141,5
monkeyc1g1s142,5
monkeyc1g1s143,5
monkeyc1g1s144,5
monkeyc1g1s145,0
monkeyc1g1s146,0
monkeyc1g1s147,5
monkeyc1g1s148,0
monkeyc1g1s149,5
monkeyc1g1s150,5
monkeyc1g1s151,5
monkeyc1g1s152,5
monkeyc1g1s153,0
monkeyc1g1s154,0
monkeyc1g1s155,0
monkeyc1g1s156,0
monkeyc1g1s157,5
monkeyc1g1s158,0
monkeyc1g1s159,0
monkeyc1g1s160,5
monkeyc1g1s161,0
monkeyc1g1s162,5
monkeyc1g1s163,0
monkeyc1g1s164,6
monkeyc1g1s165,0
monkeyc1g1s166,0
monkeyc1g1s167,5
monkeyc1g1s168,0
monkeyc1g1s169,5
monkeyc1g1s170,0
monkeyc1g1s171,5
monkeyc1g1s172,5
monkeyc1g1s173,5
monkeyc1g1s174,0
monkeyc1g1s175,5
monkeyc1g1s176,0
monkeyc1g1s177,5
monkeyc1g1s178,0
monkeyc1g1s179,0
monkeyc1g1s180,0
monkeyc1g1s181,5
monkeyc1g1s182,0
monkeyc1g1s183,0
monkeyc1g1s184,0
monkeyc1g1s185,5
monkeyc1g1s186,5
monkeyc1g1s187,0
monkeyc1g1s188,0
monkeyc1g1s189,0
monkeyc1g1s190,0
monkeyc1g1s191,5
monkeyc1g1s192,5
monkeyc1g1s193,0
monkeyc1g1s194,5
monkeyc1g1s195,5
monkeyc1g1s196,0
monkeyc1g1s197,0
monkeyc1g1s198,5
monkeyc1g1s199,0
monkeyc1g1s200,0
monkeyc1g1s201,0
monkeyc1g1s202,0
monkeyc1g1s203,0
monkeyc1g1s204,0
monkeyc1g1s205,0
monkeyc1g1s206,5
monkeyc1g1s207,0
monkeyc1g1s208,0
monkeyc1g1s209,5
monkeyc1g1s210,0
monkeyc1g1s211,5
monkeyc1g1s212,0
monkeyc1g1s213,0
monkeyc1g1s214,0
monkeyc1g1s215,0
monkeyc1g1s216,5
monkeyc1g1s217,0
monkeyc1g1s218,5
monkeyc1g1s219,0
monkeyc1g1s220,5
monkeyc1g1s221,5
monkeyc1g1s222,0
monkeyc1g1s223,0
monkeyc1g1s224,0
monkeyc1g1s225,0
monkeyc1g1s226,0
monkeyc1g1s227,5
monkeyc1g1s228,5
monkeyc1g1s229,0
monkeyc1g1s230,0
monkeyc1g1s231,0
monkeyc1g1s232,0
monkeyc1g1s233,0
monkeyc1g1s234,5
monkeyc1g1s235,5
monkeyc1g1s236,0
monkeyc1g1s237,0
monkeyc1g1s238,0
monkeyc1g1s239,0
monkeyc1g1s240,5
monkeyc1g1s241,0
monkeyc1g1s242,0
monkeyc1g1s243,5
monkeyc1g1s244,0
monkeyc1g1s245,0
monkeyc1g1s246,0
monkeyc1g1s247,0
monkeyc1g1s248,0
monkeyc1g1s249,5
monkeyc1g1s250,0
monkeyc1g1s251,5
monkeyc1g1s252,0
monkeyc1g1s253,5
monkeyc1g1s254,0
monkeyc1g1s255,0
monkeyc1g1s256,0
monkeyc1g1s257,0
monkeyc1g1s258,5
monkeyc1g1s259,5
monkeyc1g1s260,5
monkeyc1g1s261,0
