id,label
monkeyc1g1s1,1
monkeyc1g1s2,1
monkeyc1g1s3,1
monkeyc1g1s4,1
monkeyc1g1s5,1
monkeyc1g1s6,1
monkeyc1g1s7,1
monkeyc1g1s8,1
monkeyc1g1s9,1
monkeyc1g1s10,1
monkeyc1g1s11,1
monkeyc1g1s12,1
monkeyc1g1s13,1
monkeyc1g1s14,1
monkeyc1g1s15,1
monkeyc1g1s16,1
monkeyc1g1s17,1
monkeyc1g1s18,1
monkeyc1g1s19,1
monkeyc1g1s20,1
monkeyc1g1s21,1
monkeyc1g1s22,1
monkeyc1g1s23,1
monkeyc1g1s24,1
monkeyc1g1s25,1
monkeyc1g1s26,1
monkeyc1g1s27,1
monkeyc1g1s28,1
monkeyc1g1s29,1
monkeyc1g1s30,1
monkeyc1g1s31,1
monkeyc1g1s32,1
monkeyc1g1s33,1
monkeyc1g1s34,2
monkeyc1g1s35,1
monkeyc1g1s36,1
monkeyc1g1s37,1
monkeyc1g1s38,1
monkeyc1g1s39,1
monkeyc1g1s40,1
monkeyc1g1s41,1
monkeyc1g1s42,1
monkeyc1g1s43,1
monkeyc1g1s44,1
monkeyc1g1s45,1
monkeyc1g1s46,1
monkeyc1g1s47,1
monkeyc1g1s48,1
monkeyc1g1s49,1
monkeyc1g1s50,1
monkeyc1g1s51,1
monkeyc1g1s52,1
monkeyc1g1s53,1
monkeyc1g1s54,1
monkeyc1g1s55,1
monkeyc1g1s56,1
monkeyc1g1s57,1
monkeyc1g1s58,1
monkeyc1g1s59,1
monkeyc1g1s60,1
monkeyc1g1s61,1
monkeyc1g1s62,1
monkeyc1g1s63,1
monkeyc1g1s64,1
monkeyc1g1s65,1
monkeyc1g1s66,1
monkeyc1g1s67,1
monkeyc1g1s68,1
monkeyc1g1s69,1
monkeyc1g1s70,1
monkeyc1g1s71,1
monkeyc1g1s72,1
monkeyc1g1s73,1
monkeyc1g1s74,1
monkeyc1g1s75,1
monkeyc1g1s76,1
monkeyc1g1s77,1
monkeyc1g1s78,1
monkeyc1g1s79,1
monkeyc1g1s80,1
monkeyc1g1s81,1
monkeyc1g1s82,1
monkeyc1g1s83,1
monkeyc1g1s84,1
monkeyc1g1s85,1
monkeyc1g1s86,1
monkeyc1g1s87,1
monkeyc1g1s88,1
monkeyc1g1s89,1
monkeyc1g1s90,1
monkeyc1g1s91,1
monkeyc1g1s92,1
monkeyc1g1s93,1
monkeyc1g1s94,1
